timeStamp,PID.mv,PID.sv,PID.pv,PID.Kp,PID.Td,PID.Ti
时间戳,PID控制输出,PID预设值,PID输入值,比例系数,积分时间,微分时间
2024/6/3 19:00,36.6,3,0,12,0.15,30
2024/6/3 19:00,37.745567,3,0.003719,12,0.15,30
2024/6/3 19:00,38.834436,3,0.012001,12,0.15,30
2024/6/3 19:00,39.91537,3,0.021286,12,0.15,30
2024/6/3 19:00,40.991473,3,0.030653,12,0.15,30
2024/6/3 19:00,42.062362,3,0.040136,12,0.15,30
2024/6/3 19:00,43.127782,3,0.049752,12,0.15,30
2024/6/3 19:00,44.187546,3,0.059514,12,0.15,30
2024/6/3 19:00,45.241502,3,0.06943,12,0.15,30
2024/6/3 19:00,46.289522,3,0.079505,12,0.15,30
2024/6/3 19:00,47.331493,3,0.089744,12,0.15,30
2024/6/3 19:00,48.367313,3,0.100149,12,0.15,30
2024/6/3 19:00,49.396888,3,0.110723,12,0.15,30
2024/6/3 19:00,50.420131,3,0.121468,12,0.15,30
2024/6/3 19:00,51.436961,3,0.132385,12,0.15,30
2024/6/3 19:00,52.447298,3,0.143475,12,0.15,30
2024/6/3 19:00,53.45107,3,0.154737,12,0.15,30
2024/6/3 19:00,54.448203,3,0.166174,12,0.15,30
2024/6/3 19:00,55.43863,3,0.177783,12,0.15,30
2024/6/3 19:00,56.422283,3,0.189566,12,0.15,30
2024/6/3 19:00,57.399098,3,0.201521,12,0.15,30
2024/6/3 19:00,58.369012,3,0.213649,12,0.15,30
2024/6/3 19:00,59.331963,3,0.225949,12,0.15,30
2024/6/3 19:00,60.287891,3,0.238419,12,0.15,30
2024/6/3 19:00,61.236739,3,0.25106,12,0.15,30
2024/6/3 19:00,62.17845,3,0.26387,12,0.15,30
2024/6/3 19:00,63.112968,3,0.276849,12,0.15,30
2024/6/3 19:00,64.040238,3,0.289995,12,0.15,30
2024/6/3 19:00,64.960207,3,0.303307,12,0.15,30
2024/6/3 19:00,65.872824,3,0.316784,12,0.15,30
2024/6/3 19:00,66.778037,3,0.330425,12,0.15,30
2024/6/3 19:00,67.675796,3,0.344228,12,0.15,30
2024/6/3 19:00,68.566052,3,0.358193,12,0.15,30
2024/6/3 19:00,69.448759,3,0.372318,12,0.15,30
2024/6/3 19:00,70.323868,3,0.386601,12,0.15,30
2024/6/3 19:00,71.191334,3,0.401041,12,0.15,30
2024/6/3 19:00,72.051112,3,0.415637,12,0.15,30
2024/6/3 19:00,72.903158,3,0.430387,12,0.15,30
2024/6/3 19:00,73.74743,3,0.44529,12,0.15,30
2024/6/3 19:00,74.583885,3,0.460344,12,0.15,30
2024/6/3 19:00,75.412482,3,0.475547,12,0.15,30
2024/6/3 19:00,76.233181,3,0.490898,12,0.15,30
2024/6/3 19:00,77.045943,3,0.506396,12,0.15,30
2024/6/3 19:00,77.850729,3,0.522038,12,0.15,30
2024/6/3 19:00,78.647503,3,0.537823,12,0.15,30
2024/6/3 19:00,79.436227,3,0.55375,12,0.15,30
2024/6/3 19:00,80.216866,3,0.569816,12,0.15,30
2024/6/3 19:00,80.989385,3,0.58602,12,0.15,30
2024/6/3 19:00,81.753751,3,0.60236,12,0.15,30
2024/6/3 19:00,82.50993,3,0.618835,12,0.15,30
2024/6/3 19:00,83.257891,3,0.635442,12,0.15,30
2024/6/3 19:00,83.997602,3,0.65218,12,0.15,30
2024/6/3 19:00,84.729033,3,0.669048,12,0.15,30
2024/6/3 19:00,85.452155,3,0.686042,12,0.15,30
2024/6/3 19:00,86.16694,3,0.703162,12,0.15,30
2024/6/3 19:00,86.873358,3,0.720406,12,0.15,30
2024/6/3 19:00,87.571385,3,0.737772,12,0.15,30
2024/6/3 19:00,88.260993,3,0.755257,12,0.15,30
2024/6/3 19:00,88.942158,3,0.772861,12,0.15,30
2024/6/3 19:00,89.614856,3,0.79058,12,0.15,30
2024/6/3 19:01,90.279064,3,0.808414,12,0.15,30
2024/6/3 19:01,90.934758,3,0.826361,12,0.15,30
2024/6/3 19:01,91.581918,3,0.844418,12,0.15,30
2024/6/3 19:01,92.220522,3,0.862583,12,0.15,30
2024/6/3 19:01,92.850551,3,0.880856,12,0.15,30
2024/6/3 19:01,93.471987,3,0.899233,12,0.15,30
2024/6/3 19:01,94.08481,3,0.917712,12,0.15,30
2024/6/3 19:01,94.689003,3,0.936293,12,0.15,30
2024/6/3 19:01,95.284551,3,0.954973,12,0.15,30
2024/6/3 19:01,95.871437,3,0.97375,12,0.15,30
2024/6/3 19:01,96.449646,3,0.992621,12,0.15,30
2024/6/3 19:01,97.019166,3,1.011586,12,0.15,30
2024/6/3 19:01,97.579983,3,1.030642,12,0.15,30
2024/6/3 19:01,98.132084,3,1.049787,12,0.15,30
2024/6/3 19:01,98.675459,3,1.069019,12,0.15,30
2024/6/3 19:01,99.210097,3,1.088337,12,0.15,30
2024/6/3 19:01,99.735987,3,1.107738,12,0.15,30
2024/6/3 19:01,99.878566,3,1.127219,12,0.15,30
2024/6/3 19:01,99.645746,3,1.146638,12,0.15,30
2024/6/3 19:01,99.782255,3,1.165993,12,0.15,30
2024/6/3 19:01,99.913889,3,1.185285,12,0.15,30
2024/6/3 19:01,99.682612,3,1.20456,12,0.15,30
2024/6/3 19:01,99.809258,3,1.223773,12,0.15,30
2024/6/3 19:01,99.931062,3,1.242924,12,0.15,30
2024/6/3 19:01,99.701498,3,1.262057,12,0.15,30
2024/6/3 19:01,99.818367,3,1.281127,12,0.15,30
2024/6/3 19:01,99.930426,3,1.300136,12,0.15,30
2024/6/3 19:01,99.702577,3,1.319126,12,0.15,30
2024/6/3 19:01,99.809757,3,1.338054,12,0.15,30
2024/6/3 19:01,99.91216,3,1.356921,12,0.15,30
2024/6/3 19:01,99.686031,3,1.375768,12,0.15,30
2024/6/3 19:01,99.783613,3,1.394553,12,0.15,30
2024/6/3 19:01,99.877687,3,1.413318,12,0.15,30
2024/6/3 19:01,99.967023,3,1.432022,12,0.15,30
2024/6/3 19:01,99.742876,3,1.450704,12,0.15,30
2024/6/3 19:01,99.827466,3,1.469324,12,0.15,30
2024/6/3 19:01,99.907354,3,1.487884,12,0.15,30
2024/6/3 19:01,99.983666,3,1.506421,12,0.15,30
2024/6/3 19:01,99.761542,3,1.524935,12,0.15,30
2024/6/3 19:01,99.833326,3,1.543387,12,0.15,30
2024/6/3 19:01,99.90045,3,1.561779,12,0.15,30
2024/6/3 19:01,99.964061,3,1.580146,12,0.15,30
2024/6/3 19:01,99.744002,3,1.598488,12,0.15,30
2024/6/3 19:01,99.803158,3,1.616768,12,0.15,30
2024/6/3 19:01,99.858973,3,1.635023,12,0.15,30
2024/6/3 19:01,99.91018,3,1.653216,12,0.15,30
2024/6/3 19:01,99.957952,3,1.671383,12,0.15,30
2024/6/3 19:01,99.740332,3,1.689522,12,0.15,30
2024/6/3 19:01,99.78374,3,1.7076,12,0.15,30
2024/6/3 19:01,99.823878,3,1.725649,12,0.15,30
2024/6/3 19:01,99.860758,3,1.743669,12,0.15,30
2024/6/3 19:01,99.893095,3,1.761628,12,0.15,30
2024/6/3 19:01,99.922091,3,1.779557,12,0.15,30
2024/6/3 19:01,99.947874,3,1.797455,12,0.15,30
2024/6/3 19:01,99.970458,3,1.815322,12,0.15,30
2024/6/3 19:01,99.989855,3,1.833158,12,0.15,30
2024/6/3 19:01,99.776272,3,1.850961,12,0.15,30
2024/6/3 19:01,99.791471,3,1.868703,12,0.15,30
2024/6/3 19:01,99.803523,3,1.886411,12,0.15,30
2024/6/3 19:01,99.812444,3,1.904085,12,0.15,30
2024/6/3 19:02,99.818245,3,1.921725,12,0.15,30
2024/6/3 19:02,99.820941,3,1.93933,12,0.15,30
2024/6/3 19:02,99.820545,3,1.9569,12,0.15,30
2024/6/3 19:02,99.817072,3,1.974434,12,0.15,30
2024/6/3 19:02,99.810534,3,1.991931,12,0.15,30
2024/6/3 19:02,99.999068,3,2.009391,12,0.15,30
2024/6/3 19:02,99.984392,3,2.026839,12,0.15,30
2024/6/3 19:02,99.966694,3,2.044249,12,0.15,30
2024/6/3 19:02,99.945989,3,2.06162,12,0.15,30
2024/6/3 19:02,99.922291,3,2.078952,12,0.15,30
2024/6/3 19:02,99.895615,3,2.096243,12,0.15,30
2024/6/3 19:02,99.867342,3,2.113517,12,0.15,30
2024/6/3 19:02,99.836196,3,2.13075,12,0.15,30
2024/6/3 19:02,99.97252,3,2.147941,12,0.15,30
2024/6/3 19:02,99.933524,3,2.165112,12,0.15,30
2024/6/3 19:02,99.892998,3,2.182261,12,0.15,30
2024/6/3 19:02,99.849647,3,2.199367,12,0.15,30
2024/6/3 19:02,99.960121,3,2.216428,12,0.15,30
2024/6/3 19:02,99.909061,3,2.233466,12,0.15,30
2024/6/3 19:02,99.856541,3,2.250477,12,0.15,30
2024/6/3 19:02,99.947755,3,2.267443,12,0.15,30
2024/6/3 19:02,99.889107,3,2.284399,12,0.15,30
2024/6/3 19:02,99.967443,3,2.301309,12,0.15,30
2024/6/3 19:02,99.901328,3,2.318189,12,0.15,30
2024/6/3 19:02,99.96683,3,2.335039,12,0.15,30
2024/6/3 19:02,99.896153,3,2.351873,12,0.15,30
2024/6/3 19:02,99.949036,3,2.368658,12,0.15,30
2024/6/3 19:02,99.995366,3,2.385426,12,0.15,30
2024/6/3 19:02,99.914233,3,2.402158,12,0.15,30
2024/6/3 19:02,99.948038,3,2.418855,12,0.15,30
2024/6/3 19:02,99.975439,3,2.435529,12,0.15,30
2024/6/3 19:02,99.996463,3,2.45218,12,0.15,30
2024/6/3 19:02,99.903454,3,2.468793,12,0.15,30
2024/6/3 19:02,99.912148,3,2.485365,12,0.15,30
2024/6/3 19:02,99.914559,3,2.501909,12,0.15,30
2024/6/3 19:02,99.910714,3,2.518424,12,0.15,30
2024/6/3 19:02,99.900645,3,2.534908,12,0.15,30
2024/6/3 19:02,99.88438,3,2.55136,12,0.15,30
2024/6/3 19:02,99.861949,3,2.567778,12,0.15,30
2024/6/3 19:02,99.833385,3,2.584162,12,0.15,30
2024/6/3 19:02,99.798717,3,2.600509,12,0.15,30
2024/6/3 19:02,99.757978,3,2.616818,12,0.15,30
2024/6/3 19:02,99.7112,3,2.633088,12,0.15,30
2024/6/3 19:02,99.658415,3,2.649317,12,0.15,30
2024/6/3 19:02,99.599657,3,2.665505,12,0.15,30
2024/6/3 19:02,99.534959,3,2.681649,12,0.15,30
2024/6/3 19:02,99.464355,3,2.697749,12,0.15,30
2024/6/3 19:02,99.387879,3,2.713802,12,0.15,30
2024/6/3 19:02,99.305567,3,2.729808,12,0.15,30
2024/6/3 19:02,99.217452,3,2.745766,12,0.15,30
2024/6/3 19:02,99.123572,3,2.761674,12,0.15,30
2024/6/3 19:02,99.023961,3,2.77753,12,0.15,30
2024/6/3 19:02,98.918656,3,2.793334,12,0.15,30
2024/6/3 19:02,98.807694,3,2.809084,12,0.15,30
2024/6/3 19:02,98.691113,3,2.824778,12,0.15,30
2024/6/3 19:02,98.568949,3,2.840417,12,0.15,30
2024/6/3 19:02,98.441241,3,2.855998,12,0.15,30
2024/6/3 19:02,98.308026,3,2.87152,12,0.15,30
2024/6/3 19:02,98.169344,3,2.886982,12,0.15,30
2024/6/3 19:02,98.025234,3,2.902382,12,0.15,30
2024/6/3 19:03,97.875734,3,2.91772,12,0.15,30
2024/6/3 19:03,97.720886,3,2.932995,12,0.15,30
2024/6/3 19:03,97.560728,3,2.948204,12,0.15,30
2024/6/3 19:03,97.395301,3,2.963347,12,0.15,30
2024/6/3 19:03,97.224646,3,2.978423,12,0.15,30
2024/6/3 19:03,97.048804,3,2.993431,12,0.15,30
2024/6/3 19:03,96.867817,3,3.008369,12,0.15,30
2024/6/3 19:03,96.681726,3,3.023237,12,0.15,30
2024/6/3 19:03,96.490573,3,3.038032,12,0.15,30
2024/6/3 19:03,96.294401,3,3.052755,12,0.15,30
2024/6/3 19:03,96.093252,3,3.067404,12,0.15,30
2024/6/3 19:03,95.887169,3,3.081977,12,0.15,30
2024/6/3 19:03,95.676196,3,3.096475,12,0.15,30
2024/6/3 19:03,95.460376,3,3.110895,12,0.15,30
2024/6/3 19:03,95.239753,3,3.125237,12,0.15,30
2024/6/3 19:03,95.01437,3,3.139499,12,0.15,30
2024/6/3 19:03,94.784274,3,3.153681,12,0.15,30
2024/6/3 19:03,94.549507,3,3.167782,12,0.15,30
2024/6/3 19:03,94.310115,3,3.1818,12,0.15,30
2024/6/3 19:03,94.066144,3,3.195735,12,0.15,30
2024/6/3 19:03,93.817638,3,3.209586,12,0.15,30
2024/6/3 19:03,93.564643,3,3.223351,12,0.15,30
2024/6/3 19:03,93.307206,3,3.23703,12,0.15,30
2024/6/3 19:03,93.045372,3,3.250622,12,0.15,30
2024/6/3 19:03,92.779187,3,3.264125,12,0.15,30
2024/6/3 19:03,92.508699,3,3.277539,12,0.15,30
2024/6/3 19:03,92.233954,3,3.290864,12,0.15,30
2024/6/3 19:03,91.954999,3,3.304097,12,0.15,30
2024/6/3 19:03,91.671881,3,3.317239,12,0.15,30
2024/6/3 19:03,91.384649,3,3.330288,12,0.15,30
2024/6/3 19:03,91.093349,3,3.343243,12,0.15,30
2024/6/3 19:03,90.798029,3,3.356104,12,0.15,30
2024/6/3 19:03,90.498737,3,3.36887,12,0.15,30
2024/6/3 19:03,90.195522,3,3.38154,12,0.15,30
2024/6/3 19:03,89.888432,3,3.394113,12,0.15,30
2024/6/3 19:03,89.577516,3,3.406588,12,0.15,30
2024/6/3 19:03,89.262822,3,3.418965,12,0.15,30
2024/6/3 19:03,88.944398,3,3.431242,12,0.15,30
2024/6/3 19:03,88.622295,3,3.44342,12,0.15,30
2024/6/3 19:03,88.296561,3,3.455497,12,0.15,30
2024/6/3 19:03,87.967246,3,3.467472,12,0.15,30
2024/6/3 19:03,87.634399,3,3.479345,12,0.15,30
2024/6/3 19:03,87.298069,3,3.491115,12,0.15,30
2024/6/3 19:03,86.958307,3,3.502782,12,0.15,30
2024/6/3 19:03,86.615162,3,3.514344,12,0.15,30
